,category,header,content
72,technology,How to Create React Native Video Player Using Expo,In this article we will cover all the process from the beginning about how to create a simple video player on react native cross platform that will play video on Android and IOS operating systems using Expo. Create Expo Project Let’s create a new project with Expo CLI by typing the next command…
73,technology,Would you Upload your brain to a Computer?,Uploading our brains to a computer and living a new life in a digital world is a very old trope of science fiction stretching back many decades. From soldiers dying in combat on alien worlds to victims of accidents and then the detectives can figure out how they were murdered…
74,technology,This Diamond Could Store As Much Data As 1 Billion Blu-ray Discs,"Even though it has a diameter of just two inches. By Nathaniel Mott Adamant Namiki Precision Jewel Co. has created a diamond wafer that, according to the company, could make its way into a variety of quantum computing projects. “A 2-inch diamond wafer theoretically enables enough quantum memory to record…"
75,technology,What Do Software Developers Mean When They Talk about Spaghetti Code?,"Spaghetti code has less to do with the length of functions and more to do with mixing responsibilities. A function may well and sometimes be longer. Depending on your preference, you can also specify, for example, that no line may be more comprehensive than e.g. 80 columns — which results…"
76,technology,Being a Social Influencer is REALLY hard work,Don’t judge me. I make more with one post than you did last year My name is Hunter. Hunter Kenzie. I don’t go by my last name because it’s stupid and I hate it. I think it’s total BS that my mom wouldn’t let me change it back when I…
77,technology,What the heck is Web 3.0,"Web 3.0 represents a new era for the internet, at least that’s what everyone is hoping for, but, not the big techs. What do you think? Ok, so, recently I was hearing a lot about Web 3.0, and I kind of had some idea of what it could be, I…"
78,technology,Tech Job Trends in 2022 and a List of the Most Popular Tech Jobs,"Over the last couple of years, the job market has drastically changed due to labor shortages during the pandemic. Also constantly changing are the demands for tech specialists and job trends in tech. Knowledge of these trends is essential for those looking for opportunities in the computer and information sphere…"
79,technology,7 Times Star Wars Was Actually Talking About the IT Channel,"May the Fourth, also known as Star Wars Day for its play on the famous phrase, “May the Force be with you,” is an annually recognized day for fans of the Star Wars saga to celebrate the historic franchise. From its blockbuster 1977 theatrical release of A New Hope to…"
80,technology,Explaining quantum computers- Human technology’s limits,"Quantum computing is a new technology that uses quantum physics to address issues that are too difficult for traditional computers to solve. These machines are not like traditional computers. This can be tremendously beneficial for some tasks, where they can greatly outperform even our most powerful supercomputers. …"
81,technology,Do Pistol Shrimps Hold The Key To Nuclear Fusion?,"Biomimicry of a deadly sea creature could soon provide us with near limitless clean energy. —  In theory, nuclear fusion is the perfect energy source, simply put hydrogen in and get copious amounts of energy and helium out. There is no vast habitat loss like solar and no horrific carbon emissions like coal or gas. The only problem is that the machines capable of creating fusion…"
82,technology,Amplify GraphQL Transformer V2 vs V1,"Last year in November AWS Amplify announced the GraphQL Transformer version 2. Now the reason why I bring it today, is that nowadays self-taught developers learn mostly from tutorials and therefore it’s really hard for them to keep up with the recent changes that appear in recent versions and…"
83,technology,Build Software That Really Matters With Customer Journey Maps,"We are driven by experiences. Our natural tendency is to search for positive experiences we will favor and reinforce, while avoiding negative ones (e.g. exercising). The same behavior applies to digital, where things change fast. A bad experience rapidly results in a customer loss, even with previously positive ones. PwC…"
84,technology,What it’s openAI?,OpenAI is one of the most promising organizations cloning itself at an exponential rate to improve its capabilities and become so large that it can have a positive impact on humanity as a whole. …
85,technology,What Does It Mean to TDD a Class?,"It’s all about using an accurate, technical language —  If you’re starting off a career in software development you’ll probably hear someone say something like this sooner or later. “Hey, this time the new class will be TDDed from minute one.” “Hmm. The Logger class should be TDDed because it’s showing unexpected results.” “TDD helps you write SOLID code.” …"
86,technology,How to make $10K per month on your cryptocurrency,"An unrealistic number that is completely realistic —  Who else wants to earn $10k a month, or $120k a year. Even people working 9–5 jobs these days don’t earn that much, but what would you say if I told you that you could? Ready? Then let’s get started! The Cryptocurrency We’ll Be Using The cryptocurrency we’ll be using for this tutorial is called…"
87,technology,Project Adashe partners with Advanced Rockets Corporation,"FOR IMMEDIATE RELEASE May 3, 2022 Contact: (Discord; https://discord.gg/TYhw3taWRK ) Project Adashe is poised to be the definitive blockchain and cryptocurrency for space. The core objective of Project Adashe is eliminating inefficiencies and restrictions in payments, transacting and record keeping via space based technologies, in order to achieve this goal…"
88,technology,One Month of Coding,My Coding Journey (Week 4) I’m halfway through my coding journey! Today marks the fourth week of my 8-week Coding Kickstarter course with Code First Girls. I’m also halfway through my Codecademy Beginner Python course. I’m so pleased to have got this far! It hasn’t been easy balancing study with work and family life but…
89,technology,"By 2025, There Will Be The First Hotel in Space.","In only three years, living in space may be possible. Viewing of the universe outside your space hotel window might be the new frontier. Orbital Assembly has released fresh details and sketches for their proposed space hotel, which has been in the works since 2019. Orbital Assembly now plans to…"
90,technology,5 Basic Ways to Protect Your Digital Files from a Disaster,"Would you be able to handle a complete loss of your phone, laptop, and hard-drives during a disaster? Tip #5 is ridiculously easy. While we may still keep paper versions of our important documents in fireproof boxes under the bed or in safe-deposit boxes at banks — how are you…"
91,technology,Is it easy to launch an NFT project? A founder’s perspective.,"2021 was the year when NFT (Non-fungible token) market sky-rocked🚀. Being ‘Brainwashed’ by NFT influencers on TikTok and YouTube, I thought I can become an NFT made millionaire too! And… I was wrong… very, very wrong. Near the end of 2021, I learnt that investing in NFT during the minting…"
92,technology,The Story Behind Bill Gates Owning More Farmland Than Any American Today,"But he’s far from being Farmer Bill, he is a landlord —  Bill Gates is in the news a lot lately, Elon Musk dragged him on Twitter after he learned that Gates is short selling the Tesla stock valued at $500 million. Musk took it personally that he made a Bill Gates meme, that fat-shamed the tech billionaire. His fans just went…"
93,technology,"NextHealth Raised $125 Million, API Design-First, APIs & Neo4J","This is issue 2022.17 of the API Changelog, a weekly mix of API news, commentary, and opinion. In this issue, you’ll get to know the most relevant API-related information from the weeks of April 18, 2022, and April 25, 2022. Subscribe now, so you never miss an issue of the…"
94,technology,Can Bitcoin miners crash the market?,"Here’s what would happen if miners sold their bitcoin holdings —  With the rise of institutional investment and corporate mining, miners’ role on the Bitcoin network is becoming more important than ever. But is it enough to influence price action? Bitcoin fundamentals: A brief introduction Before we jump into the central topic of this article, let’s refresh some of the Bitcoin basics. Bitcoin has a fixed…"
95,technology,How does Machine Learning help against Fraud?,"Money laundering is a global problem with an estimated US$2 trillion (5% of GDP) being illegally laundered each year. In this notebook, I will build a Machine Learning Model to detect Fraud based on a public data set by Kaggle. Gihub link 💸 Context Money laundering is a global problem…"
96,technology,The Amazing Jumping Robot,"Just don’t read this on 1st April! A robot no taller than a bottle of wine that can jump as high as a ten-storey building could power a giant leap in lunar exploration. The robot, which is about 30cm tall and weighs about 30g, is equipped with a spring mechanism…"
97,technology,Solutions that do not require to have an account look more robust and stable,"In the past when we bought an app, which then was on a CD, it felt like you really *have* this. It felt like it really *belongs* to you. Now, when the current form of getting services works as a subscription, we, in fact, do not own the app itself…"
98,technology,7 Cybersecurity Tips — Protect Yourself Online,"Most people do not take very good care of their online security. Here are 7 things you can do to protect yourself better online. Take it from someone who studied IT Security, cybersecurity matters. https://odysee.com/@ScottCBusiness:4/cybersecurity-tips:4 https://peakd.com/hive-167922/@scottcbusiness/pogabgsm https://d.tube/#!/v/scottcbusiness/mvgzbdwguae This is my 519th episode/article. I put a great deal of work…"
99,technology,Adventures in Lucid Dreaming Space,"May the 4th be with you. Today, I’ll describe a dream that involves space travel and knowledge sharing from another world. Step by step, I climb stone stairs toward an ancient-looking building. Something isn’t quite right. The colors of the sky and surroundings glow with an otherworldly hue. “Is this…"
100,technology,‘King Richard’: Reflections of a Black Software Engineer,"Something magical happens when black people put in work. This fact should surprise no one. Hard work has always been the required wage demanded to justify the existence of the African American, lest the black tax go unpaid. It is common knowledge amongst black folks that we must work, at…"
101,technology,My Boss Fired a Programmer Due to 3 Weird Reasons,"You never know when your boss decides to fire an employee for his unethical acts. —  My boss recently fired one of the programmers from my team who was an excellent problem solver. But things went pretty wrong lately. As soon as I learned to program, I decided to work in the IT industry due to various reasons. One of them was job availability. But as…"
102,technology,Mismanaged Mayhem: The 2011 Wenzhou (China) Train Collision,"Please note: Censorship and questionable information played a major part in this accident, so some information might not be at the usual level of accuracy. Background Wenzhou (温州市) is a city of 9.57 million people (as of 2020) on China’s eastern coast, located in Zhejiang Province (浙江省) 365km/228mi south of Shanghai…"
103,technology,Findworka at Six…,"Today, six years ago, we opened shop and launched Findworka with some of the best humans in the world — my partners, colleagues and investors. …"
